episode,iteration,epReward,Number of Balls
49.00,43.00,3.21,50000.00
59.00,36.00,3.45,50000.00
69.00,31.00,2.85,50000.00
1089.00,2.00,3.80,50000.00
729.00,3.00,3.52,50000.00
49.00,44.00,3.93,50000.00
129.00,17.00,3.61,50000.00
59.00,37.00,3.60,50000.00
69.00,32.00,4.30,50000.00
49.00,45.00,3.73,50000.00
1129.00,2.00,3.44,50000.00
59.00,38.00,3.20,50000.00
49.00,46.00,3.26,50000.00
69.00,33.00,3.48,50000.00
79.00,29.00,3.53,50000.00
59.00,39.00,3.33,50000.00
49.00,47.00,3.22,50000.00
589.00,4.00,3.52,50000.00
789.00,3.00,3.43,50000.00
69.00,34.00,3.20,50000.00
49.00,48.00,3.79,50000.00
109.00,22.00,3.55,50000.00
89.00,27.00,3.86,50000.00
609.00,4.00,3.48,50000.00
49.00,49.00,4.08,50000.00
59.00,41.00,2.97,50000.00
129.00,19.00,3.54,50000.00
79.00,31.00,3.17,50000.00
829.00,3.00,3.37,50000.00
99.00,25.00,3.38,50000.00
59.00,42.00,3.68,50000.00
109.00,23.00,3.63,50000.00
1269.00,2.00,3.27,50000.00
149.00,17.00,3.97,50000.00
79.00,32.00,3.86,50000.00
59.00,43.00,3.75,50000.00
69.00,37.00,3.56,50000.00
99.00,26.00,1.99,50000.00
89.00,29.00,3.31,50000.00
1309.00,2.00,3.76,50000.00
59.00,44.00,3.53,50000.00
529.00,5.00,3.39,50000.00
69.00,38.00,3.55,50000.00
889.00,3.00,2.79,50000.00
669.00,4.00,3.29,50000.00
59.00,45.00,3.35,50000.00
79.00,34.00,3.38,50000.00
69.00,39.00,3.90,50000.00
1369.00,2.00,3.10,50000.00
109.00,25.00,3.35,50000.00
59.00,46.00,3.35,50000.00
1389.00,2.00,3.09,50000.00
89.00,31.00,4.22,50000.00
69.00,40.00,3.97,50000.00
59.00,47.00,3.52,50000.00
709.00,4.00,3.32,50000.00
149.00,19.00,3.35,50000.00
109.00,26.00,3.29,50000.00
69.00,41.00,2.78,50000.00
59.00,48.00,3.48,50000.00
169.00,17.00,3.35,50000.00
99.00,29.00,3.09,50000.00
969.00,3.00,3.60,50000.00
729.00,4.00,3.51,50000.00
59.00,49.00,3.26,50000.00
589.00,5.00,3.55,50000.00
79.00,37.00,2.99,50000.00
89.00,33.00,3.23,50000.00
1489.00,2.00,3.10,50000.00
129.00,23.00,4.10,50000.00
99.00,30.00,3.61,50000.00
69.00,43.00,3.71,50000.00
1509.00,2.00,3.03,50000.00
1009.00,3.00,3.38,50000.00
79.00,38.00,3.30,50000.00
609.00,5.00,3.72,50000.00
89.00,34.00,3.68,50000.00
69.00,44.00,3.92,50000.00
1029.00,3.00,3.66,50000.00
99.00,31.00,3.15,50000.00
79.00,39.00,3.43,50000.00
1569.00,2.00,2.32,50000.00
69.00,45.00,3.76,50000.00
789.00,4.00,3.06,50000.00
529.00,6.00,3.73,50000.00
109.00,29.00,3.39,50000.00
79.00,40.00,3.62,50000.00
1069.00,3.00,2.75,50000.00
69.00,46.00,3.50,50000.00
169.00,19.00,3.28,50000.00
89.00,36.00,3.16,50000.00
129.00,25.00,3.76,50000.00
1629.00,2.00,3.72,50000.00
1089.00,3.00,3.10,50000.00
79.00,41.00,3.67,50000.00
69.00,47.00,3.87,50000.00
99.00,33.00,3.74,50000.00
829.00,4.00,3.73,50000.00
89.00,37.00,2.81,50000.00
1669.00,2.00,3.09,50000.00
669.00,5.00,3.77,50000.00
69.00,48.00,3.41,50000.00
129.00,26.00,3.57,50000.00
1129.00,3.00,3.73,50000.00
99.00,34.00,3.70,50000.00
109.00,31.00,3.33,50000.00
89.00,38.00,3.50,50000.00
69.00,49.00,3.74,50000.00
79.00,43.00,3.04,50000.00
149.00,23.00,3.90,50000.00
1729.00,2.00,2.55,50000.00
119.00,29.00,3.55,50000.00
99.00,35.00,3.31,50000.00
89.00,39.00,4.13,50000.00
79.00,44.00,4.11,50000.00
589.00,6.00,3.17,50000.00
709.00,5.00,3.64,50000.00
889.00,4.00,3.65,50000.00
169.00,21.00,4.09,50000.00
1789.00,2.00,3.74,50000.00
79.00,45.00,3.81,50000.00
189.00,19.00,3.39,50000.00
1809.00,2.00,3.53,50000.00
109.00,33.00,3.58,50000.00
129.00,28.00,3.42,50000.00
729.00,5.00,3.22,50000.00
609.00,6.00,3.93,50000.00
79.00,46.00,3.20,50000.00
89.00,41.00,3.32,50000.00
99.00,37.00,3.21,50000.00
529.00,7.00,2.80,50000.00
119.00,31.00,2.85,50000.00
109.00,34.00,3.01,50000.00
149.00,25.00,3.26,50000.00
79.00,47.00,3.72,50000.00
129.00,29.00,3.93,50000.00
89.00,42.00,3.39,50000.00
99.00,38.00,3.87,50000.00
1269.00,3.00,3.90,50000.00
1909.00,2.00,3.86,50000.00
79.00,48.00,3.41,50000.00
109.00,35.00,3.75,50000.00
1929.00,2.00,3.89,50000.00
89.00,43.00,3.50,50000.00
969.00,4.00,3.51,50000.00
99.00,39.00,3.54,50000.00
169.00,23.00,3.79,50000.00
79.00,49.00,3.41,50000.00
1309.00,3.00,3.93,50000.00
1969.00,2.00,3.21,50000.00
789.00,5.00,3.25,50000.00
89.00,44.00,2.51,50000.00
1989.00,2.00,3.46,50000.00
189.00,21.00,2.86,50000.00
99.00,40.00,3.60,50000.00
669.00,6.00,2.94,50000.00
129.00,31.00,2.85,50000.00
1009.00,4.00,3.91,50000.00
89.00,45.00,3.28,50000.00
139.00,29.00,2.95,50000.00
109.00,37.00,3.00,50000.00
119.00,34.00,3.32,50000.00
99.00,41.00,3.07,50000.00
1369.00,3.00,2.88,50000.00
1029.00,4.00,3.37,50000.00
589.00,7.00,3.56,50000.00
89.00,46.00,3.90,50000.00
829.00,5.00,3.70,50000.00
129.00,32.00,3.90,50000.00
1389.00,3.00,4.09,50000.00
109.00,38.00,3.31,50000.00
99.00,42.00,2.31,50000.00
89.00,47.00,3.28,50000.00
529.00,8.00,3.28,50000.00
169.00,25.00,3.08,50000.00
709.00,6.00,3.61,50000.00
609.00,7.00,4.01,50000.00
1069.00,4.00,3.61,50000.00
109.00,39.00,3.26,50000.00
99.00,43.00,3.61,50000.00
89.00,48.00,3.87,50000.00
139.00,31.00,3.46,50000.00
149.00,29.00,3.28,50000.00
1089.00,4.00,3.62,50000.00
189.00,23.00,4.05,50000.00
729.00,6.00,3.38,50000.00
99.00,44.00,2.99,50000.00
89.00,49.00,3.44,50000.00
129.00,34.00,3.33,50000.00
119.00,37.00,3.73,50000.00
889.00,5.00,3.02,50000.00
1489.00,3.00,3.53,50000.00
139.00,32.00,4.07,50000.00
99.00,45.00,3.51,50000.00
109.00,41.00,2.92,50000.00
1129.00,4.00,3.43,50000.00
1509.00,3.00,3.09,50000.00
129.00,35.00,3.70,50000.00
119.00,38.00,3.72,50000.00
169.00,27.00,3.01,50000.00
99.00,46.00,3.63,50000.00
109.00,42.00,3.60,50000.00
159.00,29.00,3.63,50000.00
149.00,31.00,3.20,50000.00
119.00,39.00,3.70,50000.00
669.00,7.00,3.35,50000.00
99.00,47.00,3.83,50000.00
1569.00,3.00,4.14,50000.00
589.00,8.00,2.97,50000.00
109.00,43.00,3.34,50000.00
789.00,6.00,3.27,50000.00
189.00,25.00,3.69,50000.00
139.00,34.00,3.03,50000.00
529.00,9.00,3.44,50000.00
99.00,48.00,2.82,50000.00
129.00,37.00,3.24,50000.00
209.00,23.00,3.28,50000.00
109.00,44.00,2.79,50000.00
969.00,5.00,3.56,50000.00
179.00,27.00,3.29,50000.00
609.00,8.00,3.72,50000.00
1629.00,3.00,3.46,50000.00
99.00,49.00,3.07,50000.00
119.00,41.00,3.33,50000.00
169.00,29.00,2.86,50000.00
129.00,38.00,4.03,50000.00
109.00,45.00,2.77,50000.00
159.00,31.00,2.68,50000.00
709.00,7.00,3.12,50000.00
829.00,6.00,3.89,50000.00
199.00,25.00,3.37,50000.00
1669.00,3.00,4.06,50000.00
119.00,42.00,2.96,50000.00
1009.00,5.00,3.54,50000.00
109.00,46.00,3.37,50000.00
129.00,39.00,3.38,50000.00
1269.00,4.00,3.90,50000.00
149.00,34.00,3.07,50000.00
729.00,7.00,3.97,50000.00
159.00,32.00,3.70,50000.00
189.00,27.00,2.71,50000.00
1029.00,5.00,3.63,50000.00
119.00,43.00,3.57,50000.00
109.00,47.00,3.71,50000.00
139.00,37.00,3.43,50000.00
1729.00,3.00,3.58,50000.00
129.00,40.00,2.72,50000.00
179.00,29.00,3.47,50000.00
1309.00,4.00,3.57,50000.00
149.00,35.00,3.64,50000.00
169.00,31.00,3.35,50000.00
109.00,48.00,3.82,50000.00
229.00,23.00,3.05,50000.00
529.00,10.00,3.99,50000.00
589.00,9.00,3.22,50000.00
139.00,38.00,3.62,50000.00
129.00,41.00,3.56,50000.00
889.00,6.00,3.12,50000.00
1069.00,5.00,3.81,50000.00
669.00,8.00,3.60,50000.00
1789.00,3.00,3.04,50000.00
109.00,49.00,2.94,50000.00
119.00,45.00,3.67,50000.00
1809.00,3.00,2.75,50000.00
159.00,34.00,3.21,50000.00
1089.00,5.00,3.55,50000.00
129.00,42.00,3.11,50000.00
1369.00,4.00,3.37,50000.00
609.00,9.00,2.83,50000.00
219.00,25.00,3.26,50000.00
189.00,29.00,3.08,50000.00
119.00,46.00,3.16,50000.00
789.00,7.00,3.62,50000.00
149.00,37.00,3.75,50000.00
1389.00,4.00,3.34,50000.00
179.00,31.00,3.95,50000.00
129.00,43.00,3.57,50000.00
139.00,40.00,3.58,50000.00
169.00,33.00,3.70,50000.00
119.00,47.00,3.46,50000.00
1129.00,5.00,3.23,50000.00
209.00,27.00,3.52,50000.00
709.00,8.00,3.65,50000.00
149.00,38.00,3.58,50000.00
129.00,44.00,3.84,50000.00
1909.00,3.00,3.73,50000.00
139.00,41.00,3.67,50000.00
229.00,25.00,3.61,50000.00
119.00,48.00,2.75,50000.00
169.00,34.00,3.31,50000.00
1929.00,3.00,3.57,50000.00
199.00,29.00,3.60,50000.00
829.00,7.00,3.92,50000.00
969.00,6.00,4.07,50000.00
529.00,11.00,3.73,50000.00
729.00,8.00,3.24,50000.00
129.00,45.00,3.38,50000.00
119.00,49.00,3.77,50000.00
189.00,31.00,3.31,50000.00
589.00,10.00,4.08,50000.00
1969.00,3.00,3.20,50000.00
159.00,37.00,2.49,50000.00
179.00,33.00,3.66,50000.00
169.00,35.00,3.72,50000.00
1489.00,4.00,3.59,50000.00
1989.00,3.00,3.18,50000.00
129.00,46.00,3.94,50000.00
149.00,40.00,3.68,50000.00
139.00,43.00,3.65,50000.00
669.00,9.00,3.45,50000.00
1509.00,4.00,3.78,50000.00
549.00,11.00,3.48,50000.00
1009.00,6.00,3.53,50000.00
159.00,38.00,3.33,50000.00
209.00,29.00,3.71,50000.00
609.00,10.00,3.83,50000.00
129.00,47.00,3.36,50000.00
169.00,36.00,3.73,50000.00
149.00,41.00,3.33,50000.00
139.00,44.00,3.49,50000.00
1029.00,6.00,4.10,50000.00
199.00,31.00,2.98,50000.00
229.00,27.00,3.50,50000.00
889.00,7.00,3.44,50000.00
129.00,48.00,3.54,50000.00
249.00,25.00,3.33,50000.00
189.00,33.00,3.50,50000.00
1569.00,4.00,3.69,50000.00
169.00,37.00,3.10,50000.00
139.00,45.00,3.58,50000.00
789.00,8.00,3.96,50000.00
1269.00,5.00,3.27,50000.00
529.00,12.00,2.90,50000.00
129.00,49.00,3.97,50000.00
219.00,29.00,3.77,50000.00
709.00,9.00,3.48,50000.00
159.00,40.00,2.93,50000.00
1069.00,6.00,2.87,50000.00
139.00,46.00,3.62,50000.00
149.00,43.00,3.10,50000.00
169.00,38.00,3.88,50000.00
179.00,36.00,3.54,50000.00
589.00,11.00,3.63,50000.00
249.00,26.00,3.59,50000.00
209.00,31.00,2.27,50000.00
1629.00,4.00,2.95,50000.00
1089.00,6.00,3.85,50000.00
1309.00,5.00,3.47,50000.00
159.00,41.00,2.91,50000.00
729.00,9.00,3.65,50000.00
139.00,47.00,2.88,50000.00
149.00,44.00,3.47,50000.00
169.00,39.00,3.18,50000.00
829.00,8.00,3.34,50000.00
189.00,35.00,3.75,50000.00
179.00,37.00,2.94,50000.00
229.00,29.00,2.86,50000.00
1669.00,4.00,3.51,50000.00
669.00,10.00,4.22,50000.00
609.00,11.00,3.86,50000.00
139.00,48.00,4.06,50000.00
149.00,45.00,3.89,50000.00
259.00,26.00,2.98,50000.00
1129.00,6.00,3.99,50000.00
969.00,7.00,3.64,50000.00
169.00,40.00,3.51,50000.00
219.00,31.00,3.27,50000.00
179.00,38.00,3.63,50000.00
1369.00,5.00,3.46,50000.00
139.00,49.00,3.41,50000.00
159.00,43.00,3.06,50000.00
529.00,13.00,3.69,50000.00
149.00,46.00,3.84,50000.00
1729.00,4.00,3.31,50000.00
209.00,33.00,3.47,50000.00
1389.00,5.00,3.59,50000.00
239.00,29.00,3.15,50000.00
169.00,41.00,3.26,50000.00
199.00,35.00,3.50,50000.00
179.00,39.00,3.26,50000.00
189.00,37.00,3.71,50000.00
159.00,44.00,3.74,50000.00
149.00,47.00,3.85,50000.00
1009.00,7.00,3.80,50000.00
589.00,12.00,3.98,50000.00
709.00,10.00,3.92,50000.00
789.00,9.00,3.13,50000.00
889.00,8.00,3.36,50000.00
229.00,31.00,2.36,50000.00
169.00,42.00,2.41,50000.00
549.00,13.00,3.41,50000.00
1789.00,4.00,3.94,50000.00
149.00,48.00,3.58,50000.00
1029.00,7.00,3.06,50000.00
189.00,38.00,3.15,50000.00
1809.00,4.00,3.63,50000.00
249.00,29.00,3.94,50000.00
219.00,33.00,3.86,50000.00
259.00,28.00,3.43,50000.00
269.00,27.00,4.09,50000.00
729.00,10.00,3.29,50000.00
169.00,43.00,2.71,50000.00
609.00,12.00,3.71,50000.00
149.00,49.00,3.10,50000.00
159.00,46.00,3.88,50000.00
669.00,11.00,3.49,50000.00
179.00,41.00,3.19,50000.00
199.00,37.00,2.58,50000.00
189.00,39.00,3.20,50000.00
529.00,14.00,3.45,50000.00
239.00,31.00,3.20,50000.00
1489.00,5.00,3.65,50000.00
829.00,9.00,2.67,50000.00
169.00,44.00,3.09,50000.00
1069.00,7.00,3.59,50000.00
249.00,30.00,3.26,50000.00
159.00,47.00,3.52,50000.00
259.00,29.00,3.53,50000.00
1509.00,5.00,3.22,50000.00
179.00,42.00,3.66,50000.00
229.00,33.00,3.09,50000.00
189.00,40.00,2.97,50000.00
1269.00,6.00,3.69,50000.00
1089.00,7.00,3.75,50000.00
1909.00,4.00,3.34,50000.00
169.00,45.00,3.47,50000.00
589.00,13.00,3.09,50000.00
159.00,48.00,1.91,50000.00
219.00,35.00,3.72,50000.00
1929.00,4.00,3.01,50000.00
179.00,43.00,2.74,50000.00
249.00,31.00,2.07,50000.00
969.00,8.00,3.66,50000.00
209.00,37.00,3.37,50000.00
189.00,41.00,2.95,50000.00
199.00,39.00,3.73,50000.00
709.00,11.00,3.82,50000.00
169.00,46.00,3.31,50000.00
269.00,29.00,3.38,50000.00
159.00,49.00,3.74,50000.00
1569.00,5.00,3.47,50000.00
1309.00,6.00,3.64,50000.00
1969.00,4.00,3.56,50000.00
789.00,10.00,3.18,50000.00
1129.00,7.00,3.41,50000.00
179.00,44.00,3.24,50000.00
609.00,13.00,2.80,50000.00
529.00,15.00,3.46,50000.00
1989.00,4.00,3.32,50000.00
189.00,42.00,3.11,50000.00
169.00,47.00,3.74,50000.00
199.00,40.00,3.32,50000.00
889.00,9.00,3.07,50000.00
729.00,11.00,3.42,50000.00
669.00,12.00,3.27,50000.00
229.00,35.00,3.16,50000.00
259.00,31.00,3.24,50000.00
1009.00,8.00,2.94,50000.00
179.00,45.00,3.26,50000.00
279.00,29.00,2.89,50000.00
219.00,37.00,3.40,50000.00
1629.00,5.00,3.74,50000.00
169.00,48.00,3.22,50000.00
189.00,43.00,3.07,50000.00
209.00,39.00,3.32,50000.00
199.00,41.00,3.33,50000.00
1369.00,6.00,3.54,50000.00
1029.00,8.00,3.87,50000.00
249.00,33.00,3.49,50000.00
589.00,14.00,3.28,50000.00
179.00,46.00,3.45,50000.00
829.00,10.00,3.76,50000.00
259.00,32.00,2.75,50000.00
169.00,49.00,3.37,50000.00
1389.00,6.00,3.73,50000.00
1669.00,5.00,3.53,50000.00
189.00,44.00,3.79,50000.00
269.00,31.00,3.80,50000.00
199.00,42.00,3.42,50000.00
289.00,29.00,3.22,50000.00
649.00,13.00,3.47,50000.00
179.00,47.00,3.31,50000.00
769.00,11.00,3.39,50000.00
529.00,16.00,4.07,50000.00
249.00,34.00,2.97,50000.00
229.00,37.00,3.95,50000.00
709.00,12.00,2.63,50000.00
609.00,14.00,3.11,50000.00
189.00,45.00,3.71,50000.00
1069.00,8.00,3.57,50000.00
219.00,39.00,3.73,50000.00
199.00,43.00,3.75,50000.00
209.00,41.00,3.48,50000.00
179.00,48.00,3.69,50000.00
1729.00,5.00,3.18,50000.00
509.00,17.00,2.95,50000.00
279.00,31.00,3.21,50000.00
789.00,11.00,3.64,50000.00
289.00,30.00,3.97,50000.00
669.00,13.00,3.66,50000.00
1089.00,8.00,2.65,50000.00
969.00,9.00,3.42,50000.00
189.00,46.00,3.77,50000.00
249.00,35.00,4.03,50000.00
729.00,12.00,3.24,50000.00
199.00,44.00,3.41,50000.00
179.00,49.00,3.92,50000.00
259.00,34.00,2.48,50000.00
589.00,15.00,3.33,50000.00
239.00,37.00,3.71,50000.00
1269.00,7.00,2.98,50000.00
889.00,10.00,3.49,50000.00
269.00,33.00,3.51,50000.00
189.00,47.00,3.17,50000.00
1489.00,6.00,3.38,50000.00
1789.00,5.00,3.13,50000.00
279.00,32.00,3.29,50000.00
229.00,39.00,3.13,50000.00
289.00,31.00,3.59,50000.00
199.00,45.00,3.43,50000.00
529.00,17.00,3.32,50000.00
219.00,41.00,3.14,50000.00
209.00,43.00,2.94,50000.00
1129.00,8.00,3.92,50000.00
1809.00,5.00,2.89,50000.00
1509.00,6.00,4.05,50000.00
1009.00,9.00,3.57,50000.00
259.00,35.00,3.41,50000.00
189.00,48.00,3.61,50000.00
829.00,11.00,3.71,50000.00
609.00,15.00,3.75,50000.00
1309.00,7.00,3.62,50000.00
269.00,34.00,3.09,50000.00
199.00,46.00,3.59,50000.00
709.00,13.00,3.94,50000.00
209.00,44.00,3.21,50000.00
249.00,37.00,3.10,50000.00
1029.00,9.00,3.81,50000.00
289.00,32.00,3.99,50000.00
299.00,31.00,3.08,50000.00
189.00,49.00,3.78,50000.00
549.00,17.00,3.40,50000.00
239.00,39.00,3.96,50000.00
669.00,14.00,3.28,50000.00
199.00,47.00,3.43,50000.00
1569.00,6.00,3.70,50000.00
229.00,41.00,3.71,50000.00
589.00,16.00,3.73,50000.00
209.00,45.00,3.52,50000.00
219.00,43.00,3.06,50000.00
789.00,12.00,3.72,50000.00
729.00,13.00,2.53,50000.00
249.00,38.00,3.05,50000.00
279.00,34.00,3.04,50000.00
529.00,18.00,2.72,50000.00
1909.00,5.00,3.64,50000.00
289.00,33.00,3.65,50000.00
1369.00,7.00,3.31,50000.00
199.00,48.00,3.50,50000.00
309.00,31.00,3.80,50000.00
259.00,37.00,2.60,50000.00
1069.00,9.00,3.66,50000.00
1929.00,5.00,3.17,50000.00
209.00,46.00,4.23,50000.00
219.00,44.00,3.41,50000.00
509.00,19.00,3.42,50000.00
969.00,10.00,3.05,50000.00
269.00,36.00,3.11,50000.00
1389.00,7.00,3.49,50000.00
249.00,39.00,3.31,50000.00
609.00,16.00,3.69,50000.00
1629.00,6.00,3.73,50000.00
889.00,11.00,3.46,50000.00
199.00,49.00,3.85,50000.00
1089.00,9.00,2.54,50000.00
239.00,41.00,3.64,50000.00
1969.00,5.00,3.34,50000.00
289.00,34.00,2.71,50000.00
209.00,47.00,3.64,50000.00
259.00,38.00,3.12,50000.00
229.00,43.00,3.78,50000.00
219.00,45.00,3.97,50000.00
309.00,32.00,3.14,50000.00
709.00,14.00,3.60,50000.00
1989.00,5.00,3.37,50000.00
829.00,12.00,3.67,50000.00
269.00,37.00,3.36,50000.00
249.00,40.00,2.92,50000.00
769.00,13.00,3.11,50000.00
1669.00,6.00,3.74,50000.00
589.00,17.00,3.45,50000.00
669.00,15.00,3.67,50000.00
529.00,19.00,3.28,50000.00
209.00,48.00,3.49,50000.00
1009.00,10.00,3.66,50000.00
219.00,46.00,3.22,50000.00
259.00,39.00,3.04,50000.00
289.00,35.00,3.24,50000.00
1269.00,8.00,2.84,50000.00
1129.00,9.00,3.56,50000.00
299.00,34.00,2.41,50000.00
729.00,14.00,3.36,50000.00
309.00,33.00,3.15,50000.00
319.00,32.00,3.02,50000.00
249.00,41.00,3.70,50000.00
269.00,38.00,3.50,50000.00
789.00,13.00,3.49,50000.00
209.00,49.00,3.37,50000.00
1029.00,10.00,3.13,50000.00
239.00,43.00,3.50,50000.00
219.00,47.00,2.98,50000.00
229.00,45.00,3.58,50000.00
279.00,37.00,3.15,50000.00
609.00,17.00,3.54,50000.00
1729.00,6.00,3.37,50000.00
259.00,40.00,3.92,50000.00
1489.00,7.00,3.32,50000.00
289.00,36.00,2.95,50000.00
549.00,19.00,2.83,50000.00
1309.00,8.00,3.15,50000.00
249.00,42.00,2.72,50000.00
269.00,39.00,3.66,50000.00
309.00,34.00,3.13,50000.00
219.00,48.00,3.59,50000.00
1509.00,7.00,3.53,50000.00
229.00,46.00,3.17,50000.00
529.00,20.00,3.53,50000.00
589.00,18.00,3.84,50000.00
279.00,38.00,4.02,50000.00
709.00,15.00,3.32,50000.00
259.00,41.00,3.60,50000.00
969.00,11.00,3.05,50000.00
889.00,12.00,4.02,50000.00
1069.00,10.00,3.92,50000.00
509.00,21.00,2.47,50000.00
669.00,16.00,3.28,50000.00
289.00,37.00,3.00,50000.00
1789.00,6.00,2.61,50000.00
249.00,43.00,3.28,50000.00
219.00,49.00,3.24,50000.00
829.00,13.00,3.71,50000.00
239.00,45.00,3.11,50000.00
229.00,47.00,3.84,50000.00
569.00,19.00,3.43,50000.00
309.00,35.00,3.84,50000.00
1809.00,6.00,3.94,50000.00
319.00,34.00,4.00,50000.00
329.00,33.00,3.20,50000.00
1089.00,10.00,3.25,50000.00
259.00,42.00,3.07,50000.00
729.00,15.00,3.27,50000.00
1369.00,8.00,3.46,50000.00
609.00,18.00,3.66,50000.00
1569.00,7.00,3.70,50000.00
249.00,44.00,3.63,50000.00
289.00,38.00,4.00,50000.00
229.00,48.00,3.45,50000.00
649.00,17.00,3.33,50000.00
789.00,14.00,3.28,50000.00
269.00,41.00,2.63,50000.00
299.00,37.00,3.56,50000.00
1009.00,11.00,3.72,50000.00
1389.00,8.00,3.33,50000.00
529.00,21.00,3.80,50000.00
309.00,36.00,3.32,50000.00
259.00,43.00,3.76,50000.00
279.00,40.00,3.82,50000.00
589.00,19.00,3.82,50000.00
329.00,34.00,3.46,50000.00
249.00,45.00,3.56,50000.00
229.00,49.00,3.53,50000.00
239.00,47.00,3.94,50000.00
1129.00,10.00,3.99,50000.00
289.00,39.00,3.08,50000.00
1029.00,11.00,3.64,50000.00
269.00,42.00,3.21,50000.00
709.00,16.00,3.19,50000.00
669.00,17.00,3.15,50000.00
299.00,38.00,3.53,50000.00
1629.00,7.00,3.56,50000.00
1269.00,9.00,3.55,50000.00
259.00,44.00,3.82,50000.00
1909.00,6.00,3.92,50000.00
309.00,37.00,3.41,50000.00
279.00,41.00,3.44,50000.00
249.00,46.00,3.51,50000.00
239.00,48.00,3.64,50000.00
329.00,35.00,3.19,50000.00
339.00,34.00,2.57,50000.00
889.00,13.00,3.62,50000.00
1929.00,6.00,3.47,50000.00
609.00,19.00,3.46,50000.00
289.00,40.00,3.77,50000.00
269.00,43.00,2.64,50000.00
829.00,14.00,3.74,50000.00
969.00,12.00,3.37,50000.00
529.00,22.00,3.46,50000.00
729.00,16.00,4.07,50000.00
1669.00,7.00,3.32,50000.00
259.00,45.00,4.08,50000.00
509.00,23.00,3.58,50000.00
249.00,47.00,3.41,50000.00
239.00,49.00,3.30,50000.00
1069.00,11.00,3.21,50000.00
309.00,38.00,3.77,50000.00
1309.00,9.00,3.62,50000.00
589.00,20.00,2.97,50000.00
1969.00,6.00,2.70,50000.00
909.00,13.00,3.51,50000.00
319.00,37.00,3.22,50000.00
789.00,15.00,3.71,50000.00
269.00,44.00,3.49,50000.00
289.00,41.00,3.30,50000.00
339.00,35.00,3.86,50000.00
1489.00,8.00,3.82,50000.00
1989.00,6.00,3.50,50000.00
259.00,46.00,3.97,50000.00
569.00,21.00,3.27,50000.00
1089.00,11.00,3.12,50000.00
249.00,48.00,3.57,50000.00
279.00,43.00,3.45,50000.00
669.00,18.00,3.06,50000.00
709.00,17.00,3.68,50000.00
1509.00,8.00,3.68,50000.00
309.00,39.00,3.61,50000.00
549.00,22.00,3.38,50000.00
1729.00,7.00,3.19,50000.00
1009.00,12.00,3.59,50000.00
269.00,45.00,3.56,50000.00
319.00,38.00,3.59,50000.00
289.00,42.00,3.14,50000.00
529.00,23.00,3.72,50000.00
609.00,20.00,3.33,50000.00
329.00,37.00,2.88,50000.00
259.00,47.00,3.48,50000.00
339.00,36.00,3.26,50000.00
249.00,49.00,3.35,50000.00
299.00,41.00,3.40,50000.00
279.00,44.00,4.13,50000.00
1369.00,9.00,3.45,50000.00
649.00,19.00,3.77,50000.00
1029.00,12.00,2.85,50000.00
589.00,21.00,2.91,50000.00
309.00,40.00,3.63,50000.00
729.00,17.00,3.17,50000.00
269.00,46.00,3.39,50000.00
1129.00,11.00,4.00,50000.00
829.00,15.00,3.50,50000.00
889.00,14.00,3.60,50000.00
289.00,43.00,3.73,50000.00
259.00,48.00,3.55,50000.00
499.00,25.00,3.28,50000.00
1389.00,9.00,3.31,50000.00
1789.00,7.00,3.59,50000.00
329.00,38.00,4.07,50000.00
1569.00,8.00,3.65,50000.00
339.00,37.00,3.41,50000.00
279.00,45.00,4.04,50000.00
969.00,13.00,3.33,50000.00
789.00,16.00,3.84,50000.00
549.00,23.00,3.01,50000.00
1809.00,7.00,3.42,50000.00
269.00,47.00,3.37,50000.00
1269.00,10.00,3.43,50000.00
309.00,41.00,3.51,50000.00
529.00,24.00,3.07,50000.00
669.00,19.00,3.61,50000.00
259.00,49.00,3.25,50000.00
509.00,25.00,4.08,50000.00
289.00,44.00,3.44,50000.00
709.00,18.00,3.80,50000.00
319.00,40.00,3.83,50000.00
609.00,21.00,3.68,50000.00
1069.00,12.00,3.74,50000.00
329.00,39.00,3.47,50000.00
279.00,46.00,3.05,50000.00
299.00,43.00,3.91,50000.00
339.00,38.00,3.56,50000.00
349.00,37.00,2.80,50000.00
269.00,48.00,3.77,50000.00
589.00,22.00,2.71,50000.00
499.00,26.00,3.21,50000.00
309.00,42.00,3.01,50000.00
1629.00,8.00,2.84,50000.00
289.00,45.00,3.58,50000.00
1089.00,12.00,3.26,50000.00
769.00,17.00,3.59,50000.00
1309.00,10.00,3.16,50000.00
569.00,23.00,4.03,50000.00
319.00,41.00,3.10,50000.00
1009.00,13.00,2.55,50000.00
729.00,18.00,3.35,50000.00
279.00,47.00,3.26,50000.00
299.00,44.00,3.42,50000.00
269.00,49.00,3.13,50000.00
529.00,25.00,3.36,50000.00
339.00,39.00,3.73,50000.00
829.00,16.00,3.84,50000.00
349.00,38.00,3.68,50000.00
1209.00,11.00,3.32,50000.00
359.00,37.00,3.33,50000.00
309.00,43.00,3.46,50000.00
289.00,46.00,3.23,50000.00
889.00,15.00,3.61,50000.00
1669.00,8.00,2.95,50000.00
1909.00,7.00,3.39,50000.00
1029.00,13.00,3.19,50000.00
669.00,20.00,2.46,50000.00
1489.00,9.00,3.01,50000.00
609.00,22.00,3.02,50000.00
789.00,17.00,3.16,50000.00
279.00,48.00,3.76,50000.00
