episode,iteration,epReward,Number of Balls
1389.00,46.00,4.10,2300.00
1559.00,41.00,3.93,2750.00
1599.00,40.00,3.84,2765.00
1729.00,37.00,4.34,2825.00
1939.00,33.00,4.06,3125.00
1829.00,35.00,4.24,2825.00
1489.00,43.00,3.41,2390.00
1779.00,36.00,4.16,2600.00
1309.00,49.00,3.99,2285.00
1689.00,38.00,4.01,2915.00
1459.00,44.00,3.85,2315.00
1529.00,42.00,4.05,2570.00
1339.00,48.00,4.31,2195.00
1429.00,45.00,3.82,2255.00
1569.00,41.00,4.11,2750.00
1739.00,37.00,4.19,2825.00
1369.00,47.00,3.86,2240.00
1399.00,46.00,4.06,2315.00
1789.00,36.00,4.16,2615.00
1499.00,43.00,3.78,2405.00
1699.00,38.00,3.97,2915.00
1319.00,49.00,3.90,2315.00
1659.00,39.00,3.90,2615.00
1749.00,37.00,4.02,2840.00
1579.00,41.00,3.66,2750.00
1349.00,48.00,4.38,2225.00
1379.00,47.00,3.99,2255.00
1509.00,43.00,4.15,2420.00
1909.00,34.00,3.92,2960.00
1709.00,38.00,4.26,2915.00
1969.00,33.00,4.08,3170.00
1549.00,42.00,4.23,2600.00
1479.00,44.00,4.26,2330.00
1669.00,39.00,3.60,2645.00
1809.00,36.00,4.07,2630.00
1329.00,49.00,4.08,2360.00
1589.00,41.00,4.12,2765.00
1629.00,40.00,4.15,2855.00
1449.00,45.00,3.85,2285.00
1359.00,48.00,3.79,2240.00
1419.00,46.00,4.08,2390.00
1389.00,47.00,4.22,2255.00
1979.00,33.00,4.36,3170.00
1519.00,43.00,4.14,2450.00
1869.00,35.00,4.18,2900.00
1769.00,37.00,4.07,2840.00
1559.00,42.00,4.21,2630.00
1489.00,44.00,4.05,2375.00
1599.00,41.00,4.17,2765.00
1929.00,34.00,3.42,2975.00
1339.00,49.00,3.57,2360.00
1989.00,33.00,4.12,3170.00
1459.00,45.00,4.07,2300.00
1729.00,38.00,3.66,2930.00
1369.00,48.00,4.29,2240.00
1429.00,46.00,4.26,2420.00
1529.00,43.00,3.74,2465.00
1399.00,47.00,4.39,2285.00
1779.00,37.00,4.32,2885.00
1829.00,36.00,4.03,2645.00
1689.00,39.00,3.68,2705.00
1569.00,42.00,4.02,2645.00
1939.00,34.00,4.37,2975.00
1499.00,44.00,4.24,2375.00
1609.00,41.00,4.02,2795.00
1739.00,38.00,4.18,2945.00
1349.00,49.00,4.28,2375.00
1539.00,43.00,4.25,2495.00
1789.00,37.00,4.22,2915.00
1379.00,48.00,3.76,2240.00
1409.00,47.00,4.01,2300.00
1699.00,39.00,4.15,2720.00
1579.00,42.00,4.32,2645.00
1659.00,40.00,4.08,2855.00
1619.00,41.00,4.24,2825.00
1509.00,44.00,3.98,2405.00
1749.00,38.00,4.08,2960.00
1479.00,45.00,4.09,2360.00
1359.00,49.00,3.76,2390.00
1549.00,43.00,3.96,2495.00
1709.00,39.00,3.98,2735.00
1449.00,46.00,3.91,2420.00
1389.00,48.00,3.73,2255.00
1419.00,47.00,3.17,2315.00
1589.00,42.00,4.45,2675.00
1669.00,40.00,4.30,2885.00
1629.00,41.00,4.25,2840.00
1909.00,35.00,4.33,3005.00
1519.00,44.00,4.22,2405.00
1859.00,36.00,4.02,2645.00
1809.00,37.00,3.96,2945.00
1969.00,34.00,4.08,3005.00
1489.00,45.00,4.27,2405.00
1559.00,43.00,4.16,2495.00
1369.00,49.00,4.26,2420.00
1459.00,46.00,4.02,2435.00
1399.00,48.00,4.02,2270.00
1429.00,47.00,3.28,2315.00
1639.00,41.00,4.23,2855.00
1769.00,38.00,4.23,2975.00
1529.00,44.00,4.09,2420.00
1819.00,37.00,3.64,2945.00
1729.00,39.00,3.85,2780.00
1499.00,45.00,4.21,2465.00
1569.00,43.00,4.03,2495.00
1929.00,35.00,4.04,3020.00
1689.00,40.00,4.00,2885.00
1379.00,49.00,4.44,2435.00
1779.00,38.00,4.43,2990.00
1649.00,41.00,4.00,2855.00
1989.00,34.00,4.19,3035.00
1409.00,48.00,3.52,2270.00
1829.00,37.00,3.78,2945.00
1539.00,44.00,3.97,2435.00
1739.00,39.00,4.19,2810.00
1939.00,35.00,3.98,3035.00
1579.00,43.00,3.94,2495.00
1509.00,45.00,3.44,2480.00
1699.00,40.00,4.13,2915.00
1789.00,38.00,4.23,3005.00
1619.00,42.00,4.34,2735.00
1659.00,41.00,4.04,2855.00
1479.00,46.00,3.88,2435.00
1389.00,49.00,4.01,2450.00
1449.00,47.00,3.91,2345.00
1419.00,48.00,4.33,2285.00
1549.00,44.00,4.00,2435.00
1749.00,39.00,4.19,2825.00
1589.00,43.00,4.22,2525.00
1519.00,45.00,3.85,2480.00
1849.00,37.00,3.94,2945.00
1629.00,42.00,4.08,2750.00
1669.00,41.00,4.00,2885.00
1489.00,46.00,3.66,2465.00
1399.00,49.00,4.07,2465.00
1459.00,47.00,3.87,2345.00
1429.00,48.00,4.22,2300.00
1909.00,36.00,4.21,2690.00
1809.00,38.00,4.04,3020.00
1599.00,43.00,4.29,2540.00
1859.00,37.00,3.96,2990.00
1529.00,45.00,4.17,2480.00
1639.00,42.00,4.58,2765.00
1969.00,35.00,4.00,3080.00
1499.00,46.00,4.27,2465.00
1769.00,39.00,3.65,2870.00
1569.00,44.00,3.95,2435.00
1409.00,49.00,4.04,2465.00
1439.00,48.00,4.22,2300.00
1819.00,38.00,4.24,3035.00
1869.00,37.00,3.91,3020.00
1729.00,40.00,4.35,2945.00
1609.00,43.00,3.57,2570.00
1689.00,41.00,4.17,2900.00
1539.00,45.00,3.99,2495.00
1779.00,39.00,3.78,2870.00
1509.00,46.00,3.31,2465.00
1929.00,36.00,3.62,2735.00
1579.00,44.00,3.51,2450.00
1829.00,38.00,3.68,3035.00
1479.00,47.00,4.27,2360.00
1419.00,49.00,4.39,2480.00
1449.00,48.00,4.25,2330.00
1989.00,35.00,4.30,3110.00
1619.00,43.00,3.87,2615.00
1699.00,41.00,4.47,2900.00
1659.00,42.00,4.26,2765.00
1549.00,45.00,4.30,2510.00
1789.00,39.00,3.48,2885.00
1939.00,36.00,4.30,2750.00
1519.00,46.00,4.45,2495.00
1889.00,37.00,4.12,3050.00
1589.00,44.00,4.31,2480.00
1749.00,40.00,3.36,2960.00
1489.00,47.00,4.10,2405.00
1429.00,49.00,4.32,2480.00
1459.00,48.00,4.22,2330.00
1629.00,43.00,3.94,2630.00
1709.00,41.00,4.09,2900.00
1669.00,42.00,4.28,2795.00
1559.00,45.00,4.10,2540.00
1849.00,38.00,4.14,3065.00
1529.00,46.00,3.86,2510.00
1599.00,44.00,3.88,2510.00
1499.00,47.00,3.39,2420.00
1639.00,43.00,4.26,2630.00
1439.00,49.00,3.99,2480.00
1809.00,39.00,3.88,2915.00
1569.00,45.00,4.02,2540.00
1909.00,37.00,4.13,3095.00
1859.00,38.00,4.22,3095.00
1769.00,40.00,4.18,2975.00
1539.00,46.00,3.83,2540.00
1969.00,36.00,3.97,2810.00
1729.00,41.00,4.35,2930.00
1649.00,43.00,4.11,2675.00
1509.00,47.00,4.34,2435.00
1689.00,42.00,4.37,2810.00
1479.00,48.00,4.22,2330.00
1449.00,49.00,3.88,2495.00
1869.00,38.00,3.92,3140.00
1579.00,45.00,4.27,2540.00
1779.00,40.00,3.65,2990.00
1619.00,44.00,4.37,2525.00
1549.00,46.00,3.96,2570.00
1739.00,41.00,4.27,2930.00
1829.00,39.00,3.59,2945.00
1659.00,43.00,3.78,2675.00
1699.00,42.00,3.17,2810.00
1929.00,37.00,4.01,3095.00
1519.00,47.00,3.96,2450.00
1489.00,48.00,4.09,2360.00
1459.00,49.00,4.32,2495.00
1589.00,45.00,4.34,2555.00
1789.00,40.00,3.71,3005.00
1989.00,36.00,4.43,2840.00
1629.00,44.00,3.62,2555.00
1749.00,41.00,4.11,2945.00
1559.00,46.00,4.02,2570.00
1939.00,37.00,4.45,3095.00
1669.00,43.00,4.09,2675.00
1709.00,42.00,3.63,2810.00
1529.00,47.00,4.01,2480.00
1499.00,48.00,3.79,2390.00
1469.00,49.00,4.26,2510.00
1849.00,39.00,4.33,3005.00
1639.00,44.00,4.01,2555.00
1899.00,38.00,4.56,3170.00
1569.00,46.00,3.76,2615.00
1679.00,43.00,3.84,2720.00
1539.00,47.00,4.04,2480.00
1809.00,40.00,4.48,3050.00
1609.00,45.00,3.87,2570.00
1509.00,48.00,3.82,2390.00
1479.00,49.00,3.98,2525.00
1859.00,39.00,4.04,3020.00
1769.00,41.00,3.96,2960.00
1909.00,38.00,4.28,3170.00
1649.00,44.00,4.33,2570.00
1729.00,42.00,4.36,2825.00
1689.00,43.00,4.53,2735.00
1579.00,46.00,3.67,2645.00
1819.00,40.00,4.28,3065.00
1549.00,47.00,4.21,2480.00
1969.00,37.00,4.23,3110.00
1619.00,45.00,4.28,2570.00
1869.00,39.00,3.89,3020.00
1519.00,48.00,3.99,2390.00
1779.00,41.00,3.94,2975.00
1489.00,49.00,4.36,2525.00
1659.00,44.00,4.17,2600.00
1739.00,42.00,3.88,2840.00
1699.00,43.00,3.98,2750.00
1589.00,46.00,4.11,2660.00
1829.00,40.00,4.14,3080.00
1979.00,37.00,4.05,3125.00
1559.00,47.00,4.19,2495.00
1929.00,38.00,4.14,3185.00
1629.00,45.00,4.43,2600.00
1789.00,41.00,4.17,2975.00
1529.00,48.00,4.28,2405.00
1669.00,44.00,3.95,2660.00
1499.00,49.00,3.74,2570.00
1709.00,43.00,4.57,2765.00
1599.00,46.00,4.04,2690.00
1989.00,37.00,4.28,3170.00
1889.00,39.00,4.22,3050.00
1939.00,38.00,4.26,3185.00
1569.00,47.00,4.25,2525.00
1639.00,45.00,4.31,2615.00
1539.00,48.00,4.21,2405.00
1719.00,43.00,4.38,2795.00
1509.00,49.00,3.60,2600.00
1849.00,40.00,3.70,3080.00
1609.00,46.00,4.41,2690.00
1899.00,39.00,4.13,3080.00
1809.00,41.00,4.10,3020.00
1649.00,45.00,3.87,2615.00
1579.00,47.00,4.13,2570.00
1769.00,42.00,3.63,2870.00
1689.00,44.00,3.79,2720.00
1729.00,43.00,3.51,2795.00
1549.00,48.00,3.95,2405.00
1519.00,49.00,4.41,2630.00
1909.00,39.00,3.59,3125.00
1619.00,46.00,4.53,2720.00
1819.00,41.00,4.31,3035.00
1659.00,45.00,4.27,2615.00
1589.00,47.00,3.99,2585.00
1779.00,42.00,4.17,2885.00
1699.00,44.00,4.29,2735.00
1739.00,43.00,4.44,2810.00
1969.00,38.00,3.79,3185.00
1559.00,48.00,4.05,2420.00
1529.00,49.00,3.98,2645.00
1629.00,46.00,4.21,2720.00
1829.00,41.00,4.41,3080.00
1669.00,45.00,4.15,2615.00
1789.00,42.00,3.61,2885.00
1599.00,47.00,3.71,2615.00
1709.00,44.00,4.34,2780.00
1749.00,43.00,3.28,2825.00
1929.00,39.00,4.04,3170.00
1569.00,48.00,4.44,2420.00
1639.00,46.00,4.03,2735.00
1539.00,49.00,3.61,2660.00
1679.00,45.00,3.67,2630.00
1989.00,38.00,4.12,3185.00
1939.00,39.00,4.07,3170.00
1609.00,47.00,4.09,2630.00
1719.00,44.00,3.44,2780.00
1579.00,48.00,4.04,2465.00
1849.00,41.00,4.26,3110.00
1649.00,46.00,3.77,2750.00
1549.00,49.00,4.06,2660.00
1899.00,40.00,4.15,3140.00
1809.00,42.00,4.23,2900.00
1689.00,45.00,3.69,2630.00
1769.00,43.00,3.91,2855.00
1729.00,44.00,3.60,2780.00
1619.00,47.00,4.01,2645.00
1859.00,41.00,3.85,3110.00
1589.00,48.00,3.65,2480.00
1659.00,46.00,4.21,2750.00
1909.00,40.00,3.76,3155.00
1559.00,49.00,3.63,2660.00
1699.00,45.00,3.66,2630.00
1779.00,43.00,3.76,2885.00
1739.00,44.00,3.52,2780.00
1629.00,47.00,4.30,2645.00
1869.00,41.00,4.19,3110.00
1599.00,48.00,4.02,2510.00
1669.00,46.00,4.47,2765.00
1969.00,39.00,4.38,3215.00
1829.00,42.00,4.05,2945.00
1569.00,49.00,3.67,2660.00
1709.00,45.00,4.14,2630.00
1789.00,43.00,3.94,2900.00
1749.00,44.00,4.17,2795.00
1639.00,47.00,3.91,2660.00
1929.00,40.00,4.31,3170.00
1979.00,39.00,4.33,3230.00
1609.00,48.00,4.40,2510.00
1719.00,45.00,4.26,2630.00
1579.00,49.00,3.62,2675.00
1759.00,44.00,3.59,2810.00
1889.00,41.00,3.96,3125.00
1649.00,47.00,4.34,2660.00
1939.00,40.00,4.30,3185.00
1989.00,39.00,3.93,3230.00
1849.00,42.00,4.09,2960.00
1689.00,46.00,4.06,2795.00
1619.00,48.00,4.32,2525.00
1809.00,43.00,3.98,2915.00
1729.00,45.00,3.57,2645.00
1769.00,44.00,4.25,2825.00
1899.00,41.00,3.86,3140.00
1589.00,49.00,3.91,2675.00
1949.00,40.00,4.05,3185.00
1659.00,47.00,3.70,2660.00
1859.00,42.00,4.22,2960.00
1699.00,46.00,4.18,2810.00
1629.00,48.00,3.98,2525.00
1819.00,43.00,3.85,2915.00
1739.00,45.00,4.34,2690.00
1909.00,41.00,4.32,3140.00
1779.00,44.00,4.35,2825.00
1599.00,49.00,4.05,2690.00
1669.00,47.00,4.20,2675.00
1869.00,42.00,3.97,2960.00
1709.00,46.00,4.19,2825.00
1829.00,43.00,3.94,2930.00
1639.00,48.00,4.46,2540.00
1749.00,45.00,4.12,2690.00
1789.00,44.00,4.39,2855.00
1969.00,40.00,3.85,3200.00
1609.00,49.00,3.65,2690.00
1679.00,47.00,3.90,2675.00
1719.00,46.00,4.25,2825.00
1929.00,41.00,4.19,3155.00
1649.00,48.00,3.30,2570.00
1619.00,49.00,4.40,2690.00
1689.00,47.00,3.51,2675.00
1939.00,41.00,4.10,3155.00
1849.00,43.00,4.31,2975.00
1729.00,46.00,3.96,2840.00
1989.00,40.00,4.17,3230.00
1809.00,44.00,4.26,2855.00
1769.00,45.00,4.27,2735.00
1659.00,48.00,4.01,2585.00
1899.00,42.00,4.07,2960.00
1629.00,49.00,3.77,2690.00
1699.00,47.00,4.28,2690.00
1949.00,41.00,4.10,3155.00
1859.00,43.00,3.81,2990.00
1999.00,40.00,4.09,3230.00
1739.00,46.00,3.93,2855.00
1819.00,44.00,4.15,2915.00
1779.00,45.00,4.26,2735.00
1669.00,48.00,3.67,2585.00
1909.00,42.00,3.89,2975.00
1639.00,49.00,3.91,2690.00
1709.00,47.00,4.02,2705.00
1869.00,43.00,3.98,3005.00
1749.00,46.00,4.51,2855.00
1829.00,44.00,4.35,2930.00
1789.00,45.00,3.91,2780.00
1679.00,48.00,4.30,2600.00
1969.00,41.00,4.11,3155.00
1719.00,47.00,4.45,2720.00
1649.00,49.00,3.93,2705.00
1759.00,46.00,3.71,2855.00
1799.00,45.00,3.54,2795.00
1929.00,42.00,3.92,2990.00
1689.00,48.00,4.00,2600.00
1979.00,41.00,3.80,3155.00
1889.00,43.00,4.32,3020.00
1729.00,47.00,3.72,2720.00
1659.00,49.00,4.04,2720.00
1849.00,44.00,3.84,2945.00
1769.00,46.00,4.27,2855.00
1809.00,45.00,4.49,2810.00
1939.00,42.00,4.61,2990.00
1989.00,41.00,3.95,3185.00
1699.00,48.00,4.15,2600.00
1899.00,43.00,4.06,3035.00
1739.00,47.00,4.24,2720.00
1669.00,49.00,4.33,2720.00
1859.00,44.00,4.20,2945.00
1779.00,46.00,4.08,2870.00
1819.00,45.00,3.81,2825.00
1999.00,41.00,4.37,3185.00
1709.00,48.00,3.51,2615.00
1909.00,43.00,4.03,3050.00
1749.00,47.00,4.11,2720.00
1869.00,44.00,4.03,2960.00
1679.00,49.00,4.09,2750.00
1789.00,46.00,3.81,2870.00
1829.00,45.00,4.13,2825.00
1719.00,48.00,3.95,2675.00
1759.00,47.00,3.84,2735.00
1969.00,42.00,4.47,2990.00
1799.00,46.00,4.05,2885.00
1689.00,49.00,3.87,2765.00
1929.00,43.00,4.24,3080.00
1729.00,48.00,4.26,2705.00
1889.00,44.00,4.35,3005.00
1769.00,47.00,3.77,2765.00
1849.00,45.00,4.44,2870.00
1809.00,46.00,4.03,2915.00
1699.00,49.00,3.97,2780.00
1939.00,43.00,4.42,3080.00
1739.00,48.00,4.06,2735.00
1989.00,42.00,4.32,2990.00
1899.00,44.00,4.24,3005.00
1779.00,47.00,4.38,2765.00
1859.00,45.00,4.49,2885.00
1819.00,46.00,4.59,2915.00
1709.00,49.00,4.18,2810.00
1949.00,43.00,3.57,3080.00
1749.00,48.00,4.01,2765.00
1909.00,44.00,4.15,3035.00
1789.00,47.00,4.32,2765.00
1869.00,45.00,3.46,2915.00
1829.00,46.00,4.24,2930.00
1719.00,49.00,3.68,2825.00
1759.00,48.00,4.11,2780.00
1799.00,47.00,4.03,2780.00
1839.00,46.00,4.06,2960.00
1969.00,43.00,4.41,3080.00
1729.00,49.00,3.90,2825.00
1929.00,44.00,3.50,3065.00
1769.00,48.00,3.92,2810.00
1889.00,45.00,4.25,2960.00
1809.00,47.00,4.14,2780.00
1849.00,46.00,4.18,2960.00
1979.00,43.00,4.25,3095.00
1739.00,49.00,4.08,2825.00
1939.00,44.00,4.26,3080.00
1779.00,48.00,4.16,2825.00
1899.00,45.00,3.98,2960.00
1819.00,47.00,4.31,2780.00
1859.00,46.00,3.44,2960.00
1989.00,43.00,4.43,3110.00
1749.00,49.00,4.11,2825.00
1949.00,44.00,4.09,3125.00
1789.00,48.00,3.71,2825.00
1909.00,45.00,3.99,2960.00
1999.00,43.00,4.25,3125.00
1829.00,47.00,4.29,2795.00
1869.00,46.00,3.78,2990.00
1759.00,49.00,4.27,2840.00
1799.00,48.00,4.52,2840.00
1839.00,47.00,3.93,2795.00
1969.00,44.00,4.38,3125.00
1769.00,49.00,4.24,2855.00
1929.00,45.00,4.36,2990.00
1809.00,48.00,3.85,2855.00
1889.00,46.00,4.41,3005.00
1849.00,47.00,3.76,2810.00
1979.00,44.00,4.32,3140.00
1779.00,49.00,4.52,2855.00
1939.00,45.00,3.84,3065.00
1819.00,48.00,4.04,2870.00
1899.00,46.00,4.02,3020.00
1859.00,47.00,4.55,2810.00
1989.00,44.00,4.03,3140.00
1789.00,49.00,4.23,2855.00
1949.00,45.00,4.39,3080.00
1829.00,48.00,4.23,2870.00
1909.00,46.00,4.33,3020.00
1869.00,47.00,4.33,2810.00
1999.00,44.00,3.92,3170.00
1799.00,49.00,4.10,2870.00
1839.00,48.00,3.80,2885.00
1879.00,47.00,4.46,2825.00
1969.00,45.00,4.10,3125.00
1809.00,49.00,4.44,2900.00
1929.00,46.00,3.87,3020.00
1849.00,48.00,4.28,2885.00
1889.00,47.00,4.15,2855.00
1979.00,45.00,4.08,3125.00
1819.00,49.00,4.24,2900.00
1939.00,46.00,4.34,3035.00
1859.00,48.00,3.72,2915.00
1899.00,47.00,3.99,2870.00
1989.00,45.00,4.07,3125.00
1829.00,49.00,3.52,2900.00
1949.00,46.00,4.25,3035.00
1869.00,48.00,3.68,2915.00
1909.00,47.00,3.78,2900.00
1999.00,45.00,4.07,3125.00
1839.00,49.00,3.73,2930.00
1879.00,48.00,4.12,2930.00
1969.00,46.00,4.18,3035.00
1849.00,49.00,4.40,2945.00
1929.00,47.00,4.38,2915.00
1889.00,48.00,4.28,2930.00
1979.00,46.00,4.18,3050.00
1859.00,49.00,4.10,2975.00
1939.00,47.00,3.61,2915.00
1899.00,48.00,3.82,2930.00
1989.00,46.00,3.84,3050.00
1869.00,49.00,4.01,2975.00
1949.00,47.00,4.35,2930.00
1909.00,48.00,4.02,2960.00
1999.00,46.00,3.65,3080.00
1879.00,49.00,4.26,2990.00
1919.00,48.00,3.59,2975.00
1969.00,47.00,4.25,2945.00
1889.00,49.00,3.92,2990.00
1929.00,48.00,4.03,2975.00
1979.00,47.00,4.31,2945.00
1899.00,49.00,3.71,3020.00
1939.00,48.00,4.36,2990.00
1989.00,47.00,4.47,2960.00
1909.00,49.00,4.25,3035.00
1949.00,48.00,4.09,2990.00
1999.00,47.00,3.99,2960.00
1919.00,49.00,4.36,3065.00
1969.00,48.00,3.38,3005.00
1929.00,49.00,3.55,3065.00
1979.00,48.00,3.90,3005.00
1939.00,49.00,3.48,3095.00
1989.00,48.00,3.09,3005.00
1949.00,49.00,4.19,3095.00
1999.00,48.00,4.25,3005.00
1959.00,49.00,4.20,3110.00
1969.00,49.00,3.49,3125.00
1979.00,49.00,3.85,3170.00
1989.00,49.00,4.40,3200.00
1999.00,49.00,3.86,3245.00
1999.00,0.00,4.06,3185.00
episode,iteration,epReward,Number of Balls
9.00,1.00,4.14,50000.00
9.00,2.00,3.58,50000.00
9.00,3.00,3.29,50000.00
9.00,4.00,3.98,50000.00
9.00,5.00,3.45,50000.00
9.00,6.00,3.53,50000.00
9.00,7.00,3.54,50000.00
9.00,8.00,2.73,50000.00
9.00,9.00,3.24,50000.00
9.00,10.00,3.33,50000.00
9.00,11.00,3.80,50000.00
9.00,12.00,3.19,50000.00
9.00,13.00,3.89,50000.00
9.00,14.00,3.13,50000.00
9.00,15.00,3.06,50000.00
9.00,16.00,3.67,50000.00
9.00,17.00,3.34,50000.00
9.00,18.00,3.41,50000.00
9.00,19.00,3.68,50000.00
9.00,20.00,3.18,50000.00
9.00,21.00,3.50,50000.00
9.00,22.00,3.34,50000.00
9.00,23.00,3.46,50000.00
9.00,24.00,3.01,50000.00
9.00,25.00,3.24,50000.00
9.00,26.00,3.17,50000.00
9.00,27.00,4.06,50000.00
9.00,28.00,2.86,50000.00
9.00,29.00,3.94,50000.00
9.00,30.00,3.37,50000.00
9.00,31.00,3.50,50000.00
9.00,32.00,3.38,50000.00
9.00,33.00,3.75,50000.00
9.00,34.00,2.83,50000.00
9.00,35.00,2.79,50000.00
9.00,36.00,3.65,50000.00
9.00,37.00,3.39,50000.00
9.00,38.00,3.68,50000.00
9.00,39.00,3.77,50000.00
9.00,40.00,3.02,50000.00
9.00,41.00,2.73,50000.00
9.00,42.00,3.30,50000.00
9.00,43.00,3.88,50000.00
9.00,44.00,3.57,50000.00
9.00,45.00,2.34,50000.00
9.00,46.00,2.92,50000.00
9.00,47.00,3.11,50000.00
9.00,48.00,2.85,50000.00
9.00,49.00,3.56,50000.00
19.00,25.00,3.12,50000.00
29.00,17.00,3.39,50000.00
19.00,26.00,4.05,50000.00
529.00,1.00,2.45,50000.00
19.00,27.00,3.93,50000.00
49.00,11.00,2.80,50000.00
19.00,28.00,3.66,50000.00
29.00,19.00,2.41,50000.00
19.00,29.00,3.38,50000.00
589.00,1.00,2.79,50000.00
19.00,30.00,3.32,50000.00
609.00,1.00,3.69,50000.00
19.00,31.00,3.09,50000.00
29.00,21.00,3.20,50000.00
19.00,32.00,3.82,50000.00
49.00,13.00,2.92,50000.00
19.00,33.00,3.39,50000.00
669.00,1.00,3.49,50000.00
19.00,34.00,3.82,50000.00
29.00,23.00,3.33,50000.00
19.00,35.00,2.99,50000.00
709.00,1.00,3.50,50000.00
19.00,36.00,3.46,50000.00
729.00,1.00,2.87,50000.00
19.00,37.00,3.77,50000.00
29.00,25.00,2.75,50000.00
19.00,38.00,3.47,50000.00
69.00,11.00,3.46,50000.00
19.00,39.00,3.43,50000.00
789.00,1.00,3.71,50000.00
19.00,40.00,3.61,50000.00
29.00,27.00,2.58,50000.00
19.00,41.00,3.40,50000.00
829.00,1.00,2.12,50000.00
19.00,42.00,2.70,50000.00
49.00,17.00,3.48,50000.00
19.00,43.00,3.60,50000.00
29.00,29.00,3.65,50000.00
19.00,44.00,3.72,50000.00
889.00,1.00,3.53,50000.00
19.00,45.00,3.18,50000.00
69.00,13.00,3.25,50000.00
19.00,46.00,3.92,50000.00
29.00,31.00,2.83,50000.00
19.00,47.00,3.85,50000.00
49.00,19.00,3.39,50000.00
19.00,48.00,3.25,50000.00
969.00,1.00,3.39,50000.00
19.00,49.00,3.78,50000.00
29.00,33.00,3.36,50000.00
39.00,25.00,3.22,50000.00
1009.00,1.00,3.99,50000.00
29.00,34.00,3.03,50000.00
1029.00,1.00,3.07,50000.00
39.00,26.00,3.66,50000.00
29.00,35.00,3.51,50000.00
529.00,2.00,3.55,50000.00
1069.00,1.00,2.91,50000.00
29.00,36.00,3.50,50000.00
1089.00,1.00,3.77,50000.00
49.00,22.00,3.04,50000.00
29.00,37.00,3.58,50000.00
39.00,28.00,3.59,50000.00
1129.00,1.00,3.33,50000.00
29.00,38.00,4.20,50000.00
49.00,23.00,3.08,50000.00
39.00,29.00,3.35,50000.00
29.00,39.00,3.34,50000.00
589.00,2.00,3.28,50000.00
69.00,17.00,3.92,50000.00
29.00,40.00,2.89,50000.00
109.00,11.00,3.48,50000.00
609.00,2.00,3.32,50000.00
29.00,41.00,2.73,50000.00
39.00,31.00,3.09,50000.00
49.00,25.00,2.64,50000.00
29.00,42.00,3.44,50000.00
1269.00,1.00,3.25,50000.00
39.00,32.00,3.85,50000.00
29.00,43.00,3.15,50000.00
49.00,26.00,3.76,50000.00
1309.00,1.00,3.38,50000.00
29.00,44.00,3.16,50000.00
69.00,19.00,3.00,50000.00
669.00,2.00,3.14,50000.00
29.00,45.00,2.90,50000.00
39.00,34.00,3.25,50000.00
1369.00,1.00,3.36,50000.00
29.00,46.00,3.40,50000.00
1389.00,1.00,2.48,50000.00
39.00,35.00,3.88,50000.00
29.00,47.00,3.49,50000.00
709.00,2.00,3.50,50000.00
109.00,13.00,3.53,50000.00
29.00,48.00,3.88,50000.00
49.00,29.00,3.13,50000.00
729.00,2.00,3.18,50000.00
29.00,49.00,3.52,50000.00
39.00,37.00,3.64,50000.00
1489.00,1.00,3.48,50000.00
49.00,30.00,3.57,50000.00
1509.00,1.00,2.65,50000.00
39.00,38.00,3.72,50000.00
89.00,17.00,3.37,50000.00
69.00,22.00,3.42,50000.00
49.00,31.00,3.20,50000.00
39.00,39.00,3.59,50000.00
1569.00,1.00,3.62,50000.00
789.00,2.00,3.30,50000.00
529.00,3.00,2.96,50000.00
39.00,40.00,2.72,50000.00
69.00,23.00,3.55,50000.00
59.00,27.00,3.50,50000.00
1629.00,1.00,2.95,50000.00
39.00,41.00,3.14,50000.00
49.00,33.00,3.50,50000.00
829.00,2.00,3.53,50000.00
1669.00,1.00,3.44,50000.00
39.00,42.00,2.78,50000.00
129.00,13.00,3.10,50000.00
49.00,34.00,3.79,50000.00
89.00,19.00,2.90,50000.00
39.00,43.00,2.44,50000.00
1729.00,1.00,3.47,50000.00
59.00,29.00,3.69,50000.00
49.00,35.00,2.88,50000.00
39.00,44.00,2.86,50000.00
589.00,3.00,3.82,50000.00
889.00,2.00,3.02,50000.00
1789.00,1.00,3.66,50000.00
39.00,45.00,3.78,50000.00
1809.00,1.00,3.03,50000.00
69.00,26.00,2.85,50000.00
609.00,3.00,3.47,50000.00
39.00,46.00,3.91,50000.00
49.00,37.00,3.54,50000.00
59.00,31.00,3.15,50000.00
109.00,17.00,3.58,50000.00
39.00,47.00,3.62,50000.00
69.00,27.00,3.47,50000.00
49.00,38.00,2.82,50000.00
1909.00,1.00,3.42,50000.00
39.00,48.00,3.46,50000.00
1929.00,1.00,3.42,50000.00
969.00,2.00,3.78,50000.00
49.00,39.00,3.05,50000.00
39.00,49.00,3.72,50000.00
1969.00,1.00,2.92,50000.00
59.00,33.00,3.90,50000.00
1989.00,1.00,3.54,50000.00
49.00,40.00,3.41,50000.00
669.00,3.00,3.38,50000.00
1009.00,2.00,3.37,50000.00
69.00,29.00,3.22,50000.00
59.00,34.00,2.80,50000.00
49.00,41.00,3.31,50000.00
1029.00,2.00,3.50,50000.00
89.00,23.00,3.18,50000.00
79.00,26.00,3.41,50000.00
109.00,19.00,3.45,50000.00
49.00,42.00,3.74,50000.00
529.00,4.00,3.43,50000.00
709.00,3.00,3.47,50000.00
1069.00,2.00,2.96,50000.00
